roadId,fromLocationId,toLocationId,fromName,toName,distanceKm,travelTimeMin,trafficLevel,roadCondition,roadConditionWeight,isOneWay,weight
246,47,68,School of Graduate studies,Commonwealth Hall,0.488,2.44,LOW,GOOD,1.0,false,0.488
247,47,69,School of Graduate studies,Volta Hall,0.215,1.08,LOW,GOOD,1.0,false,0.215
248,48,51,Department of Modern Languages,Maison Française Legon - Educational institution,0.014,0.11,HIGH,GOOD,1.0,true,0.021
249,48,58,Department of Modern Languages,Department for the Study of Religions - Research Institute,0.242,1.21,LOW,FAIR,1.15,false,0.2783
250,48,59,Department of Modern Languages,Department Of Philosophy and Classics - Research Institute,0.242,1.82,HIGH,GOOD,1.0,false,0.363
251,48,67,Department of Modern Languages,Legon Hall,0.146,0.73,LOW,GOOD,1.0,false,0.146
252,48,74,Department of Modern Languages,Legon Hall Annex,0.297,1.49,LOW,GOOD,1.0,false,0.297
253,49,50,Department Of History,Merian Institute for Advanced Studies in Africa (MIASA) - Research institute,0.409,2.05,LOW,GOOD,1.0,true,0.409
254,49,51,Department Of History,Maison Française Legon - Educational institution,0.291,1.45,LOW,FAIR,1.15,false,0.3346
255,49,58,Department Of History,Department for the Study of Religions - Research Institute,0.19,1.14,MEDIUM,FAIR,1.15,false,0.2622
256,49,59,Department Of History,Department Of Philosophy and Classics - Research Institute,0.225,1.13,LOW,FAIR,1.15,false,0.2588
257,49,67,Department Of History,Legon Hall,0.161,0.97,MEDIUM,GOOD,1.0,false,0.1932
258,49,68,Department Of History,Commonwealth Hall,0.426,2.13,LOW,GOOD,1.0,false,0.426
259,49,69,Department Of History,Volta Hall,0.254,1.52,MEDIUM,FAIR,1.15,false,0.3505
260,50,51,Merian Institute for Advanced Studies in Africa (MIASA) - Research institute,Maison Française Legon - Educational institution,0.544,2.72,LOW,GOOD,1.0,false,0.544
261,50,67,Merian Institute for Advanced Studies in Africa (MIASA) - Research institute,Legon Hall,0.526,3.16,MEDIUM,FAIR,1.15,false,0.7259
262,50,68,Merian Institute for Advanced Studies in Africa (MIASA) - Research institute,Commonwealth Hall,0.425,3.19,HIGH,FAIR,1.15,false,0.7331
263,50,74,Merian Institute for Advanced Studies in Africa (MIASA) - Research institute,Legon Hall Annex,0.478,2.87,MEDIUM,POOR,1.35,false,0.7744
264,51,58,Maison Française Legon - Educational institution,Department for the Study of Religions - Research Institute,0.23,1.15,LOW,FAIR,1.15,false,0.2645
265,51,59,Maison Française Legon - Educational institution,Department Of Philosophy and Classics - Research Institute,0.265,1.33,LOW,GOOD,1.0,false,0.265
266,51,67,Maison Française Legon - Educational institution,Legon Hall,0.181,0.9,LOW,GOOD,1.0,false,0.181
267,51,74,Maison Française Legon - Educational institution,Legon Hall Annex,0.262,1.31,LOW,GOOD,1.0,true,0.262
268,51,90,Maison Française Legon - Educational institution,Central Cafeteria,0.416,2.08,LOW,FAIR,1.15,false,0.4784
269,52,53,Department of Soil Science,Department Of Family And Consumer Science,0.101,0.51,LOW,POOR,1.35,false,0.1364
270,52,54,Department of Soil Science,UG Creche and Kindergarten School,0.151,0.91,MEDIUM,FAIR,1.15,false,0.2084
271,52,70,Department of Soil Science,Akuafo Hall,0.129,0.65,LOW,POOR,1.35,false,0.1742
272,53,54,Department Of Family And Consumer Science,UG Creche and Kindergarten School,0.088,0.53,MEDIUM,FAIR,1.15,false,0.1214
273,53,70,Department Of Family And Consumer Science,Akuafo Hall,0.213,1.07,LOW,FAIR,1.15,false,0.2449
274,55,56,Mfodwo Complex/ N Block - Training center,School of Social Sciences,0.082,0.41,LOW,POOR,1.35,false,0.1107
275,55,57,Mfodwo Complex/ N Block - Training center,CSPS - Centre for Social Policy Studies,0.093,0.47,LOW,GOOD,1.0,false,0.093
276,56,57,School of Social Sciences,CSPS - Centre for Social Policy Studies,0.057,0.34,MEDIUM,GOOD,1.0,false,0.0684
277,58,59,Department for the Study of Religions - Research Institute,Department Of Philosophy and Classics - Research Institute,0.031,0.16,LOW,GOOD,1.0,false,0.031
278,58,60,Department for the Study of Religions - Research Institute,Economic Policy Management Programme Office - Research Institute,0.065,0.33,LOW,GOOD,1.0,false,0.065
279,58,67,Department for the Study of Religions - Research Institute,Legon Hall,0.098,0.49,LOW,GOOD,1.0,false,0.098
280,58,69,Department for the Study of Religions - Research Institute,Volta Hall,0.241,1.45,MEDIUM,FAIR,1.15,false,0.3326
281,58,95,Department for the Study of Religions - Research Institute,Ghana Korea Information Access Centre,0.189,0.95,LOW,FAIR,1.15,true,0.2174
282,59,60,Department Of Philosophy and Classics - Research Institute,Economic Policy Management Programme Office - Research Institute,0.049,0.29,MEDIUM,GOOD,1.0,false,0.0588
283,59,67,Department Of Philosophy and Classics - Research Institute,Legon Hall,0.11,0.55,LOW,GOOD,1.0,false,0.11
284,59,95,Department Of Philosophy and Classics - Research Institute,Ghana Korea Information Access Centre,0.163,1.22,HIGH,GOOD,1.0,false,0.2445
285,60,67,Economic Policy Management Programme Office - Research Institute,Legon Hall,0.165,0.83,LOW,GOOD,1.0,false,0.165
286,60,69,Economic Policy Management Programme Office - Research Institute,Volta Hall,0.296,1.48,LOW,GOOD,1.0,false,0.296
287,60,95,Economic Policy Management Programme Office - Research Institute,Ghana Korea Information Access Centre,0.125,0.63,LOW,GOOD,1.0,false,0.125
288,61,64,School of Public Health,West African Genetic Medicine Centre - WAGMC,0.366,2.2,MEDIUM,GOOD,1.0,false,0.4392
289,61,85,School of Public Health,International Student Hostel,0.633,4.75,HIGH,GOOD,1.0,false,0.9495
290,61,86,School of Public Health,Dr. Hilla Limann Hall,0.297,1.49,LOW,FAIR,1.15,false,0.3415
291,61,87,School of Public Health,Alexander Kwapong Hall,0.42,2.1,LOW,GOOD,1.0,false,0.42
292,61,88,School of Public Health,Elizabeth Sey Hall,0.811,4.87,MEDIUM,FAIR,1.15,false,1.1192
293,61,92,School of Public Health,Sports Complex,0.437,2.62,MEDIUM,GOOD,1.0,false,0.5244
294,62,63,Department of Mathematics,Department of Statistics,0.043,0.26,MEDIUM,FAIR,1.15,false,0.0593
295,62,94,Department of Mathematics,ECOWAS Coastal & Marine Resources Management Centre,0.178,0.89,LOW,GOOD,1.0,false,0.178
296,63,65,Department of Statistics,School of Engineering Sciences,0.227,1.14,LOW,GOOD,1.0,false,0.227
297,63,94,Department of Statistics,ECOWAS Coastal & Marine Resources Management Centre,0.151,0.76,LOW,GOOD,1.0,false,0.151
298,64,85,West African Genetic Medicine Centre - WAGMC,International Student Hostel,0.723,4.34,MEDIUM,GOOD,1.0,false,0.8676
299,64,86,West African Genetic Medicine Centre - WAGMC,Dr. Hilla Limann Hall,0.372,2.79,HIGH,FAIR,1.15,false,0.6417
300,64,87,West African Genetic Medicine Centre - WAGMC,Alexander Kwapong Hall,0.328,1.64,LOW,GOOD,1.0,false,0.328
301,64,88,West African Genetic Medicine Centre - WAGMC,Elizabeth Sey Hall,0.439,2.63,MEDIUM,GOOD,1.0,false,0.5268
302,64,89,West African Genetic Medicine Centre - WAGMC,Jean Nelson Akah Hall,0.496,3.72,HIGH,GOOD,1.0,false,0.744
303,65,77,School of Engineering Sciences,Old Pentagon Blocks,0.306,1.53,LOW,FAIR,1.15,false,0.3519
304,65,78,School of Engineering Sciences,Pent Hostel Block A,0.319,1.91,MEDIUM,GOOD,1.0,false,0.3828
305,65,79,School of Engineering Sciences,Pent Hostel Block B,0.5,3.75,HIGH,POOR,1.35,false,1.0125
306,65,80,School of Engineering Sciences,Pent Hostel Block C,0.537,2.69,LOW,GOOD,1.0,false,0.537
307,67,69,Legon Hall,Volta Hall,0.319,1.91,MEDIUM,FAIR,1.15,false,0.4402
308,67,74,Legon Hall,Legon Hall Annex,0.399,2.0,LOW,FAIR,1.15,false,0.4589
309,68,69,Commonwealth Hall,Volta Hall,0.396,2.38,MEDIUM,GOOD,1.0,false,0.4752
310,68,74,Commonwealth Hall,Legon Hall Annex,0.759,4.55,MEDIUM,POOR,1.35,false,1.2296
311,70,71,Akuafo Hall,Akuafo Hall Annex,0.383,1.92,LOW,POOR,1.35,false,0.5171
312,70,77,Akuafo Hall,Old Pentagon Blocks,1.064,5.32,LOW,FAIR,1.15,false,1.2236
313,71,72,Akuafo Hall Annex,Mensah Sarbah Hall,0.291,1.75,MEDIUM,GOOD,1.0,false,0.3492
314,71,73,Akuafo Hall Annex,Vikings Hostel,0.511,2.56,LOW,FAIR,1.15,false,0.5877
315,71,74,Akuafo Hall Annex,Legon Hall Annex,0.362,1.81,LOW,POOR,1.35,true,0.4887
316,71,75,Akuafo Hall Annex,Mensah Sarbah Annex,0.334,1.67,LOW,POOR,1.35,false,0.4509
317,71,76,Akuafo Hall Annex,Valco Trust Hostel,0.484,2.42,LOW,FAIR,1.15,false,0.5566
318,71,90,Akuafo Hall Annex,Central Cafeteria,0.203,1.01,LOW,FAIR,1.15,false,0.2335
319,72,73,Mensah Sarbah Hall,Vikings Hostel,0.338,2.03,MEDIUM,FAIR,1.15,false,0.4664
320,72,74,Mensah Sarbah Hall,Legon Hall Annex,0.235,1.17,LOW,FAIR,1.15,false,0.2703
321,72,75,Mensah Sarbah Hall,Mensah Sarbah Annex,0.256,1.28,LOW,GOOD,1.0,false,0.256
322,72,76,Mensah Sarbah Hall,Valco Trust Hostel,0.298,1.49,LOW,GOOD,1.0,true,0.298
323,72,90,Mensah Sarbah Hall,Central Cafeteria,0.091,0.55,MEDIUM,FAIR,1.15,false,0.1256
324,72,93,Mensah Sarbah Hall,University Banking Square,0.603,3.01,LOW,GOOD,1.0,false,0.603
325,73,75,Vikings Hostel,Mensah Sarbah Annex,0.191,0.96,LOW,GOOD,1.0,false,0.191
326,73,76,Vikings Hostel,Valco Trust Hostel,0.205,1.54,HIGH,GOOD,1.0,false,0.3075
327,73,84,Vikings Hostel,Jubilee Hall,0.59,4.43,HIGH,GOOD,1.0,false,0.885
328,73,90,Vikings Hostel,Central Cafeteria,0.425,2.55,MEDIUM,GOOD,1.0,false,0.51
329,73,93,Vikings Hostel,University Banking Square,0.212,1.27,MEDIUM,GOOD,1.0,false,0.2544
330,74,76,Legon Hall Annex,Valco Trust Hostel,0.524,2.62,LOW,GOOD,1.0,false,0.524
331,74,90,Legon Hall Annex,Central Cafeteria,0.216,1.08,LOW,GOOD,1.0,false,0.216
332,75,76,Mensah Sarbah Annex,Valco Trust Hostel,0.257,1.93,HIGH,FAIR,1.15,false,0.4433
333,75,90,Mensah Sarbah Annex,Central Cafeteria,0.314,1.57,LOW,GOOD,1.0,false,0.314
334,75,93,Mensah Sarbah Annex,University Banking Square,0.387,2.9,HIGH,GOOD,1.0,false,0.5805
335,76,84,Valco Trust Hostel,Jubilee Hall,0.602,3.01,LOW,GOOD,1.0,false,0.602
336,76,90,Valco Trust Hostel,Central Cafeteria,0.36,1.8,LOW,GOOD,1.0,false,0.36
337,76,93,Valco Trust Hostel,University Banking Square,0.31,1.55,LOW,FAIR,1.15,false,0.3565
338,77,78,Old Pentagon Blocks,Pent Hostel Block A,0.123,0.74,MEDIUM,GOOD,1.0,false,0.1476
339,77,79,Old Pentagon Blocks,Pent Hostel Block B,0.279,1.67,MEDIUM,FAIR,1.15,false,0.385
340,77,80,Old Pentagon Blocks,Pent Hostel Block C,0.256,1.54,MEDIUM,GOOD,1.0,false,0.3072
341,78,79,Pent Hostel Block A,Pent Hostel Block B,0.197,0.99,LOW,FAIR,1.15,false,0.2266
342,78,80,Pent Hostel Block A,Pent Hostel Block C,0.187,1.12,MEDIUM,GOOD,1.0,false,0.2244
343,78,81,Pent Hostel Block A,Evandy Hostel,0.859,5.15,MEDIUM,GOOD,1.0,false,1.0308
344,78,82,Pent Hostel Block A,Bani Hostel,0.927,4.64,LOW,FAIR,1.15,false,1.0661
345,78,83,Pent Hostel Block A,TF Hostel,1.355,8.13,MEDIUM,FAIR,1.15,true,1.8699
346,79,80,Pent Hostel Block B,Pent Hostel Block C,0.089,0.53,MEDIUM,GOOD,1.0,false,0.1068
347,79,81,Pent Hostel Block B,Evandy Hostel,0.679,4.07,MEDIUM,GOOD,1.0,false,0.8148
348,79,82,Pent Hostel Block B,Bani Hostel,0.668,4.01,MEDIUM,FAIR,1.15,true,0.9218
349,79,83,Pent Hostel Block B,TF Hostel,1.177,7.06,MEDIUM,GOOD,1.0,false,1.4124
350,80,81,Pent Hostel Block C,Evandy Hostel,0.63,3.15,LOW,GOOD,1.0,false,0.63
351,80,82,Pent Hostel Block C,Bani Hostel,0.653,3.27,LOW,GOOD,1.0,false,0.653
352,80,83,Pent Hostel Block C,TF Hostel,1.24,6.2,LOW,GOOD,1.0,false,1.24
353,81,82,Evandy Hostel,Bani Hostel,0.301,1.51,LOW,GOOD,1.0,false,0.301
354,81,83,Evandy Hostel,TF Hostel,0.454,2.27,LOW,FAIR,1.15,false,0.5221
355,82,83,Bani Hostel,TF Hostel,0.593,4.45,HIGH,FAIR,1.15,false,1.0229
356,83,84,TF Hostel,Jubilee Hall,3.522,17.61,LOW,POOR,1.35,false,4.7547
357,84,85,Jubilee Hall,International Student Hostel,0.134,0.67,LOW,POOR,1.35,false,0.1809
358,84,86,Jubilee Hall,Dr. Hilla Limann Hall,0.509,2.55,LOW,FAIR,1.15,false,0.5853
359,84,87,Jubilee Hall,Alexander Kwapong Hall,0.552,2.76,LOW,GOOD,1.0,false,0.552
360,84,88,Jubilee Hall,Elizabeth Sey Hall,0.703,3.51,LOW,POOR,1.35,false,0.9491
361,84,89,Jubilee Hall,Jean Nelson Akah Hall,0.812,4.06,LOW,GOOD,1.0,false,0.812
362,84,92,Jubilee Hall,Sports Complex,0.716,3.58,LOW,GOOD,1.0,true,0.716
363,84,93,Jubilee Hall,University Banking Square,0.313,1.88,MEDIUM,FAIR,1.15,false,0.4319
364,85,86,International Student Hostel,Dr. Hilla Limann Hall,0.395,2.37,MEDIUM,FAIR,1.15,false,0.5451
365,85,87,International Student Hostel,Alexander Kwapong Hall,0.402,2.01,LOW,GOOD,1.0,false,0.402
366,85,88,International Student Hostel,Elizabeth Sey Hall,0.706,3.53,LOW,FAIR,1.15,false,0.8119
367,85,89,International Student Hostel,Jean Nelson Akah Hall,0.725,3.63,LOW,FAIR,1.15,false,0.8337
368,85,92,International Student Hostel,Sports Complex,0.607,3.04,LOW,GOOD,1.0,false,0.607
369,85,93,International Student Hostel,University Banking Square,0.419,2.51,MEDIUM,FAIR,1.15,false,0.5782
370,86,87,Dr. Hilla Limann Hall,Alexander Kwapong Hall,0.116,0.58,LOW,FAIR,1.15,false,0.1334
371,86,88,Dr. Hilla Limann Hall,Elizabeth Sey Hall,0.49,3.68,HIGH,GOOD,1.0,false,0.735
372,86,89,Dr. Hilla Limann Hall,Jean Nelson Akah Hall,0.513,2.57,LOW,POOR,1.35,false,0.6926
373,86,92,Dr. Hilla Limann Hall,Sports Complex,0.609,3.65,MEDIUM,GOOD,1.0,false,0.7308
374,87,88,Alexander Kwapong Hall,Elizabeth Sey Hall,0.367,1.84,LOW,POOR,1.35,false,0.4955
375,87,89,Alexander Kwapong Hall,Jean Nelson Akah Hall,0.458,3.44,HIGH,GOOD,1.0,false,0.687
376,87,92,Alexander Kwapong Hall,Sports Complex,0.736,4.42,MEDIUM,FAIR,1.15,false,1.0157
377,88,89,Elizabeth Sey Hall,Jean Nelson Akah Hall,0.079,0.4,LOW,GOOD,1.0,false,0.079
378,90,93,Central Cafeteria,University Banking Square,0.662,3.97,MEDIUM,FAIR,1.15,false,0.9136
379,91,92,Legon Hospital,Sports Complex,1.923,11.54,MEDIUM,GOOD,1.0,false,2.3076
380,91,94,Legon Hospital,ECOWAS Coastal & Marine Resources Management Centre,0.85,6.38,HIGH,FAIR,1.15,false,1.4662
381,92,93,Sports Complex,University Banking Square,0.885,5.31,MEDIUM,FAIR,1.15,false,1.2213
382,94,95,ECOWAS Coastal & Marine Resources Management Centre,Ghana Korea Information Access Centre,0.579,2.89,LOW,GOOD,1.0,false,0.579
